1	0	N2N	NSN	17538	Ἀντίγραφον	ἀντιγραφον	αντιγραφον	ἀντίγραφον	a)nti/grafon				A)NTI/GRAFON	A)NTI/GRAFON
1	0	N1	GSF	13634	ἐπιστολῆς	ἐπιστολης	επιστολης	ἐπιστολή	e)pistolh/			,	E)PISTOLH=S	E)PISTOLH/
1	0	RR	GSF	14	ἧς	ἡς	ης	ὅς	o(/j				H(=S	O(/S
1	0	VAI	AAI3S	633473	ἀπέστειλεν	ἀπεστειλεν	απεστειλεν	ἀποστέλλω	a)poste/llw				A)PE/STEILEN	STE/LLW          A)PO
1	0	N	NSM	9346	Ιερεμιας	ιερεμιας	ιερεμιας	Ἱερεμίας	I(eremi/aj				*IEREMIAS	*I)EREMI/AS
1	0	P		8	πρὸς	προς	προς	πρός	pro/j				PRO\S	PRO/S
1	0	RA	APM	10	τοὺς	τους	τους	ὁ	o(				TOU\S	O(
1	0	VQ	FPPAPM	5130689	ἀχθησομένους	ἀχθησομενους	αχθησομενους	ἄγω	a)/gw				A)XQHSOME/NOUS	A)/GW
1	0	A1B	APM	9987	αἰχμαλώτους	αἰχμαλωτους	αιχμαλωτους	αἰχμάλωτος	ai)xma/lwtoj				AI)XMALW/TOUS	AI)XMA/LWTOS
1	0	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
1	0	N3W	ASF	13570	Βαβυλῶνα	βαβυλωνα	βαβυλωνα	Βαβυλών	Babulw/n				*BABULW=NA	*BABULW/N
1	0	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
1	0	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	0	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
1	0	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
1	0	N	GPM	10050	Βαβυλωνίων	βαβυλωνιων	βαβυλωνιων	Βαβυλώνιος	Babulw/nioj				*BABULWNI/WN	*BABULW/NIOS
1	0	VA	AAN	306049	ἀναγγεῖλαι	ἀναγγειλαι	αναγγειλαι	ἀναγγέλλω	a)nagge/llw				A)NAGGEI=LAI	A)GGE/LLW        A)NA
1	0	RD	DPM	11	αὐτοῖς	αὐτοις	αυτοις	αὐτός	au)to/j				AU)TOI=S	AU)TO/S
1	0	C		4	καθότι	καθοτι	καθοτι	καθότι	kaqo/ti				KAQO/TI	KAQO/TI
1	0	VDI	API3S	641665	ἐπετάγη	ἐπεταγη	επεταγη	ἐπιτάσσω	e)pita/ssw				E)PETA/GH	TA/SSW           E)PI
1	0	RD	DSM	11	αὐτῷ	αὐτω	αυτω	αὐτός	au)to/j				AU)TW=|	AU)TO/S
1	0	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
1	0	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
1	0	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j			.	QEOU=	QEO/S
0	1	P		8	Διὰ	δια	δια	διά	dia/				DIA\	DIA/
0	1	RA	APF	10	τὰς	τας	τας	ὁ	o(				TA\S	O(
0	1	N1A	APF	14082	ἁμαρτίας	ἁμαρτιας	αμαρτιας	ἁμαρτία	a(marti/a			,	A(MARTI/AS	A(MARTI/A
0	1	RR	APF	14	ἃς	ἁς	ας	ὅς	o(/j				A(\S	O(/S
0	1	VX	XAI2P	896129	ἡμαρτήκατε	ἡμαρτηκατε	ημαρτηκατε	ἁμαρτάνω	a(marta/nw				H(MARTH/KATE	A(MARTA/NW
0	1	P		8	ἐναντίον	ἐναντιον	εναντιον	ἐναντίον	e)nanti/on				E)NANTI/ON	E)NANTI/ON
0	1	RA	GSM	10	τοῦ	του	του	ὁ	o(				TOU=	O(
0	1	N2	GSM	9538	θεοῦ	θεου	θεου	θεός	qeo/j			,	QEOU=	QEO/S
0	1	VQ	FPI2P	903297	ἀχθήσεσθε	ἀχθησεσθε	αχθησεσθε	ἄγω	a)/gw				A)XQH/SESQE	A)/GW
0	1	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
0	1	N3W	ASF	13570	Βαβυλῶνα	βαβυλωνα	βαβυλωνα	Βαβυλών	Babulw/n				*BABULW=NA	*BABULW/N
0	1	A1B	NPM	9859	αἰχμάλωτοι	αἰχμαλωτοι	αιχμαλωτοι	αἰχμάλωτος	ai)xma/lwtoj				AI)XMA/LWTOI	AI)XMA/LWTOS
0	1	P		8	ὑπὸ	ὑπο	υπο	ὑπό	u(po/				U(PO\	U(PO/
0	1	N	GSM	9538	Ναβουχοδονοσορ	ναβουχοδονοσορ	ναβουχοδονοσορ	Ναβουχοδονοσόρ	Nabouxodonoso/r				*NABOUXODONOSOR	*NABOUXODONOSOR
0	1	N3V	GSM	9538	βασιλέως	βασιλεως	βασιλεως	βασιλεύς	basileu/j				BASILE/WS	BASILEU/S
0	1	RA	GPM	10	τῶν	των	των	ὁ	o(				TW=N	O(
0	1	N	GPM	10050	Βαβυλωνίων	βαβυλωνιων	βαβυλωνιων	Βαβυλώνιος	Babulw/nioj			.	*BABULWNI/WN	*BABULW/NIOS
0	2	VB	AAPNPM	5057473	εἰσελθόντες	εἰσελθοντες	εισελθοντες	εἰσέρχομαι	ei)se/rxomai				EI)SELQO/NTES	E)/RXOMAI        EI)S
0	2	X		5	οὖν	οὐν	ουν	οὖν	ou)=n				OU)=N	OU)=N
0	2	P		8	εἰς	εἰς	εις	εἰς	ei)j				EI)S	EI)S
0	2	N3W	ASF	13570	Βαβυλῶνα	βαβυλωνα	βαβυλωνα	Βαβυλών	Babulw/n				*BABULW=NA	*BABULW/N
0	2	VF	FMI2P	899201	ἔσεσθε	ἐσεσθε	εσεσθε	εἰμί	ei)mi/				E)/SESQE	EI)MI/
0	2	D		9	ἐκεῖ	ἐκει	εκει	ἐκεῖ	e)kei=				E)KEI=	E)KEI=
0	2	N3E	APN	18178	ἔτη	ἐτη	ετη	ἔτος	e)/toj				E)/TH	E)/TOS
0	2	A3C	APN	18179	πλείονα	πλειονα	πλειονα	πλείων	plei/wn				PLEI/ONA	POLU/S
0	2	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
0	2	N2	ASM	9474	χρόνον	χρονον	χρονον	χρόνος	xro/noj				XRO/NON	XRO/NOS
0	2	A1A	ASM	9475	μακρὸν	μακρον	μακρον	μακρός	makro/j				MAKRO\N	MAKRO/S
0	2	P		8	ἕως	ἑως	εως	ἕως	e(/wj				E(/WS	E(/WS
0	2	N1A	GPF	14146	γενεῶν	γενεων	γενεων	γενεά	genea/				GENEW=N	GENEA/
0	2	M		7	ἑπτά	ἑπτα	επτα	ἑπτά	e(pta/			,	E(PTA/	E(PTA/
0	2	P		8	μετὰ	μετα	μετα	μετά	meta/				META\	META/
0	2	RD	ASN	11	τοῦτο	τουτο	τουτο	οὗτος	ou(=toj				TOU=TO	OU(=TOS
0	2	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
0	2	VF	FAI1S	600193	ἐξάξω	ἐξαξω	εξαξω	ἐξάγω	e)ca/gw				E)CA/CW	A)/GW            E)K
0	2	RP	AP	13	ὑμᾶς	ὑμας	υμας	ὑμᾶς	u(ma=j				U(MA=S	SU/
0	2	D		9	ἐκεῖθεν	ἐκειθεν	εκειθεν	ἐκεῖθεν	e)kei=qen				E)KEI=QEN	E)KEI=QEN
0	2	P		8	μετ	μετ	μετ	μετά	meta/				MET'	META/
0	2	N1	GSF	13634	εἰρήνης	εἰρηνης	ειρηνης	εἰρήνη	ei)rh/nh			.	EI)RH/NHS	EI)RH/NH
0	3	D		9	νυνὶ	νυνι	νυνι	νυνί	nuni/				NUNI\	NUNI/
0	3	X		5	δὲ	δε	δε	δέ	de/				DE\	DE/
0	3	VF	FMI2P	899201	ὄψεσθε	ὀψεσθε	οψεσθε	ὁράω	o(ra/w				O)/YESQE	O(RA/W
0	3	P		8	ἐν	ἐν	εν	ἐν	e)n				E)N	E)N
0	3	N3W	DSF	13698	Βαβυλῶνι	βαβυλωνι	βαβυλωνι	Βαβυλών	Babulw/n				*BABULW=NI	*BABULW/N
0	3	N2	APM	9986	θεοὺς	θεους	θεους	θεός	qeo/j				QEOU\S	QEO/S
0	3	A1C	APM	9987	ἀργυροῦς	ἀργυρους	αργυρους	ἀργύρεος	a)rgu/reoj				A)RGUROU=S	A)RGUROU=S
0	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
0	3	A1C	APM	9987	χρυσοῦς	χρυσους	χρυσους	χρύσεος	xru/seoj				XRUSOU=S	XRUSOU=S
0	3	C		4	καὶ	και	και	καί	kai/				KAI\	KAI/
0	3	A1	APM	9987	ξυλίνους	ξυλινους	ξυλινους	ξύλινος	cu/linoj				CULI/NOUS	CU/LINOS
0	3	P		8	ἐπ	ἐπ	επ	ἐπί	e)pi/				E)P'	E)PI/
0	3	N2	DPM	10114	ὤμοις	ὠμοις	ωμοις	ὦμος	w)=moj				W)/MOIS	W)=MOS
0	3	V1	PPPAPM	5129665	αἰρομένους	αἰρομενους	αιρομενους	αἴρω	ai)/rw				AI)ROME/NOUS	AI)/RW
0	3	V5	PAPAPM	5121473	δεικνύντας	δεικνυντας	δεικνυντας	δεικνύω	deiknu/w				DEIKNU/NTAS	DEIKNU/W
0	3	N2	ASM	9474	φόβον	φοβον	φοβον	φόβος	fo/boj				FO/BON	FO/BOS
0	3	RA	DPN	10	τοῖς	τοις	τοις	ὁ	o(				TOI=S	O(
